OTU ID	LCL-L1	LCL-L3	LCL-L2
173557	1.0	0.0	1.0
810886	0.0	9.0	33.0
268596	0.0	1.0	0.0
325206	0.0	2.0	0.0
377546	1.0	1.0	2.0
4306984	0.0	1.0	0.0
4827	0.0	2.0	0.0
522984	0.0	2.0	0.0
353214	0.0	2.0	0.0
2904385	1.0	0.0	0.0
101445	1.0	6.0	4.0
810959	0.0	1.0	4.0
4338577	2.0	0.0	0.0
652471	0.0	1.0	0.0
1132602	0.0	0.0	1.0
4301917	3.0	0.0	1.0
535226	0.0	0.0	1.0
10404	1.0	0.0	0.0
682256	1.0	0.0	0.0
537711	0.0	2.0	5.0
4395769	0.0	214.0	69.0
578572	0.0	1.0	1.0
826563	0.0	1.0	0.0
800292	0.0	4.0	26.0
537719	0.0	0.0	1.0
1138724	44.0	0.0	0.0
181971	0.0	3.0	2.0
622288	0.0	0.0	4.0
81966	0.0	3.0	0.0
4370008	11.0	9.0	13.0
643898	1.0	0.0	1.0
144048	89.0	161.0	174.0
329693	0.0	2.0	0.0
4438557	2.0	2.0	1.0
560535	1.0	3.0	0.0
84255	0.0	0.0	1.0
146007	0.0	0.0	3.0
554303	43.0	0.0	0.0
198151	0.0	4.0	0.0
210896	0.0	1.0	0.0
2162897	1.0	0.0	0.0
4467447	10.0	0.0	0.0
509640	0.0	1.0	4.0
539390	2.0	1.0	1.0
163243	1.0	0.0	0.0
277981	151.0	407.0	343.0
4340927	0.0	0.0	1.0
676495	0.0	5.0	2.0
274177	0.0	1.0	0.0
534991	0.0	2.0	0.0
674370	0.0	7.0	4.0
523589	15.0	0.0	0.0
850190	1.0	0.0	0.0
622571	0.0	1.0	1.0
743923	0.0	0.0	2.0
107345	0.0	3.0	0.0
557974	1.0	8.0	10.0
4308447	2.0	1.0	0.0
2680443	0.0	0.0	1.0
4325261	1.0	0.0	0.0
1127743	126.0	48.0	223.0
1104936	2.0	1.0	1.0
1098634	0.0	0.0	1.0
317424	0.0	1.0	3.0
734945	1.0	0.0	0.0
332183	74.0	0.0	3.0
551895	1.0	0.0	0.0
735303	0.0	0.0	3.0
757622	5.0	0.0	0.0
551892	0.0	5.0	1.0
651287	65.0	74.0	115.0
591671	0.0	1.0	0.0
546494	111.0	192.0	215.0
704095	0.0	4.0	1.0
524101	6.0	0.0	0.0
633100	0.0	1.0	0.0
512663	1.0	0.0	0.0
188971	0.0	1.0	0.0
4366200	1.0	0.0	0.0
588835	0.0	0.0	1.0
1143251	1.0	3.0	0.0
566368	1.0	0.0	0.0
168456	0.0	7.0	2.0
695452	0.0	0.0	1.0
331474	0.0	0.0	4.0
140325	2.0	3.0	6.0
1896184	1.0	3.0	1.0
860929	1.0	0.0	4.0
4309550	0.0	1.0	0.0
106732	0.0	4.0	3.0
86428	0.0	19.0	0.0
285497	0.0	1.0	2.0
568807	0.0	5.0	0.0
840291	0.0	3.0	0.0
114538	0.0	2.0	0.0
233724	1.0	0.0	0.0
3396094	0.0	4.0	0.0
868791	0.0	0.0	1.0
701385	1.0	557.0	425.0
107672	70.0	490.0	538.0
638661	9.0	0.0	5.0
1111742	7.0	533.0	55.0
583557	0.0	1.0	0.0
40951	1.0	2.0	2.0
445495	0.0	1.0	1.0
699206	0.0	1.0	0.0
4419705	0.0	2.0	0.0
158963	5.0	0.0	0.0
808758	1.0	0.0	0.0
4312329	56.0	0.0	0.0
502910	4.0	0.0	0.0
529969	81.0	217.0	65.0
829953	0.0	0.0	1.0
524928	0.0	29.0	0.0
331697	0.0	1.0	0.0
529217	4.0	0.0	0.0
822874	6.0	9.0	17.0
563656	6.0	1003.0	613.0
529740	0.0	1.0	0.0
1130903	12.0	34.0	17.0
591951	0.0	4.0	2.0
4473305	0.0	10.0	1.0
225795	1.0	1.0	0.0
254845	1.0	0.0	0.0
202040	2.0	1.0	2.0
162930	0.0	1.0	0.0
917635	48.0	14.0	66.0
694856	2.0	6.0	4.0
253255	0.0	1.0	0.0
4336101	0.0	0.0	1.0
319488	0.0	1.0	0.0
103411	8.0	4.0	1.0
159766	0.0	2.0	3.0
559247	0.0	1.0	0.0
822903	0.0	41.0	15.0
111046	1.0	0.0	1.0
258955	0.0	5.0	0.0
749696	0.0	0.0	1.0
548785	174.0	0.0	0.0
589983	0.0	46.0	24.0
571388	0.0	1.0	0.0
557939	0.0	2.0	1.0
819584	0.0	4.0	0.0
109181	1.0	0.0	3.0
523210	1.0	30.0	2.0
4354562	0.0	0.0	1.0
1108619	1.0	0.0	1.0
1845162	1.0	0.0	0.0
165118	0.0	1.0	0.0
1122596	0.0	0.0	1.0
1108340	0.0	0.0	1.0
403701	19.0	0.0	0.0
567725	0.0	0.0	8.0
3297756	1.0	0.0	0.0
345899	0.0	18.0	0.0
291508	0.0	1.0	0.0
563781	0.0	1.0	1.0
754396	0.0	13.0	0.0
224229	179.0	34.0	102.0
3190479	0.0	2.0	0.0
588165	11.0	1.0	3.0
557121	0.0	0.0	1.0
225862	70.0	0.0	3.0
832871	0.0	1.0	0.0
150837	0.0	4.0	1.0
156755	1.0	0.0	0.0
782472	1.0	0.0	0.0
153255	1.0	27.0	3.0
4455962	29.0	299.0	129.0
383376	1.0	0.0	12.0
643950	1.0	0.0	3.0
359581	0.0	3.0	0.0
934235	0.0	28.0	49.0
4410589	4.0	0.0	0.0
519353	0.0	0.0	2.0
439036	0.0	3.0	0.0
367995	0.0	1.0	0.0
524674	0.0	1.0	0.0
188772	2.0	1.0	0.0
308072	0.0	1.0	0.0
2234401	0.0	0.0	1.0
110976	0.0	1.0	1.0
717300	3.0	4.0	18.0
77292	0.0	38.0	5.0
582846	1.0	6.0	5.0
307057	0.0	0.0	1.0
581373	0.0	35.0	13.0
564941	0.0	6.0	0.0
177483	44.0	163.0	111.0
91507	1.0	0.0	1.0
819037	0.0	1.0	0.0
4432520	0.0	1.0	0.0
541202	0.0	0.0	4.0
527584	1.0	0.0	0.0
1127356	3.0	6.0	4.0
614663	0.0	11.0	2.0
4474640	10.0	140.0	143.0
355307	0.0	7.0	0.0
100817	0.0	0.0	1.0
592589	0.0	2.0	2.0
832300	0.0	0.0	1.0
567336	0.0	0.0	2.0
4363095	0.0	1.0	0.0
3290486	97.0	17.0	53.0
567840	1.0	0.0	5.0
1147239	0.0	6.0	6.0
282355	140.0	13.0	17.0
555568	1.0	1.0	2.0
515265	740.0	168.0	47.0
1108830	1.0	9.0	20.0
331868	14.0	0.0	1.0
1125587	1.0	0.0	0.0
184996	1.0	6.0	0.0
4752	0.0	47.0	48.0
846104	0.0	3.0	1.0
4465431	0.0	11.0	7.0
369522	0.0	2.0	4.0
151886	1.0	0.0	0.0
766109	0.0	1.0	0.0
593605	0.0	0.0	4.0
540718	0.0	2.0	0.0
705967	1.0	1.0	12.0
292242	0.0	5.0	1.0
322801	0.0	7.0	0.0
4443234	1.0	0.0	0.0
4427659	1.0	5.0	1.0
861192	6.0	1.0	1.0
593166	19.0	41.0	297.0
4632	3.0	0.0	2.0
646549	0.0	0.0	3.0
241543	0.0	1.0	0.0
616624	0.0	1.0	0.0
939892	10.0	46.0	52.0
586356	0.0	3.0	2.0
359563	0.0	2.0	0.0
4331562	0.0	2.0	0.0
6940	0.0	1.0	0.0
1123870	3.0	1.0	1.0
165935	0.0	1.0	0.0
669098	0.0	2.0	0.0
581409	1.0	0.0	2.0
2092172	0.0	9.0	0.0
140189	1.0	0.0	0.0
806547	0.0	4.0	4.0
766347	0.0	2.0	0.0
827968	1.0	1.0	0.0
821119	0.0	1.0	0.0
4326870	0.0	1.0	0.0
559513	0.0	218.0	0.0
329759	0.0	1.0	0.0
3586530	3.0	6.0	7.0
246930	0.0	12.0	0.0
329751	0.0	3.0	0.0
321907	0.0	1.0	0.0
244689	0.0	8.0	0.0
592160	0.0	2.0	0.0
818067	79.0	0.0	2.0
1106617	0.0	244.0	83.0
25558	0.0	10.0	5.0
4300961	0.0	1.0	0.0
546919	0.0	1.0	0.0
383023	1.0	2.0	0.0
148418	0.0	2.0	5.0
141105	15.0	1.0	1.0
765494	0.0	1.0	0.0
4365794	0.0	2.0	1.0
1136089	0.0	0.0	1.0
4347748	0.0	3.0	0.0
677866	0.0	1.0	1.0
104646	2.0	0.0	0.0
235348	0.0	0.0	1.0
1808628	0.0	1.0	0.0
247883	1.0	0.0	4.0
825653	1.0	0.0	0.0
767235	0.0	19.0	7.0
270553	1.0	2.0	1.0
199761	0.0	1.0	0.0
4343949	0.0	1.0	0.0
156592	11.0	23.0	61.0
329118	1.0	2.0	1.0
735222	0.0	1.0	0.0
147859	49.0	1.0	255.0
309720	27.0	0.0	0.0
2272797	0.0	1.0	0.0
570385	2.0	0.0	2.0
147852	0.0	0.0	2.0
1122142	183.0	295.0	425.0
299268	1.0	2.0	0.0
242829	0.0	1.0	1.0
3312254	171.0	0.0	0.0
250853	0.0	6.0	3.0
885496	1.0	7.0	2.0
572713	1.0	0.0	0.0
221896	7.0	0.0	1.0
808436	0.0	0.0	1.0
1128343	3.0	5.0	17.0
499916	286.0	2.0	2.0
1688393	1.0	0.0	0.0
499915	2.0	0.0	0.0
321586	11.0	0.0	0.0
138269	0.0	2.0	0.0
35565	0.0	24.0	44.0
1064235	0.0	0.0	1.0
4429963	9.0	3.0	4.0
211593	0.0	1.0	0.0
4423024	1.0	0.0	0.0
1136510	0.0	5.0	1.0
513073	0.0	2.0	1.0
840604	0.0	1.0	0.0
272974	0.0	2.0	0.0
621037	2.0	2.0	6.0
4466383	1704.0	10.0	14.0
560256	9.0	315.0	469.0
556513	0.0	1.0	0.0
824526	0.0	0.0	1.0
4298972	0.0	41.0	1.0
819181	0.0	2.0	0.0
582075	0.0	12.0	6.0
571178	0.0	1.0	0.0
4425688	2.0	3.0	4.0
1139084	2.0	0.0	0.0
4469769	1596.0	1625.0	1710.0
4374663	0.0	1.0	0.0
640304	0.0	0.0	3.0
2950552	0.0	1.0	0.0
566025	0.0	2.0	1.0
2950554	1.0	6.0	2.0
891054	0.0	1.0	0.0
1118855	2.0	1.0	0.0
508811	0.0	0.0	1.0
661526	0.0	1.0	0.0
533886	1.0	1.0	0.0
3501894	0.0	1.0	0.0
636845	7.0	2.0	1.0
331465	1.0	9.0	40.0
269901	12.0	32.0	30.0
565301	10.0	1.0	8.0
545306	0.0	0.0	1.0
2840	0.0	1.0	0.0
3105668	7.0	20.0	12.0
837424	0.0	1.0	1.0
564163	0.0	46.0	19.0
698294	2.0	1.0	5.0
698296	0.0	0.0	43.0
531730	0.0	2.0	0.0
112846	0.0	0.0	1.0
14265	15.0	1.0	0.0
624474	6.0	1.0	0.0
612629	0.0	1.0	1.0
4368451	0.0	6.0	4.0
831922	0.0	10.0	3.0
221045	1.0	0.0	0.0
134163	1.0	0.0	1.0
537502	0.0	2.0	0.0
1135557	0.0	16.0	1.0
526524	120.0	8.0	153.0
588917	92.0	6.0	33.0
548464	1.0	0.0	2.0
68622	5.0	0.0	0.0
157722	0.0	2.0	0.0
4362991	3.0	4.0	5.0
548469	1.0	1.0	1.0
548468	0.0	0.0	1.0
4481307	83.0	0.0	0.0
511510	0.0	0.0	1.0
40546	0.0	15.0	7.0
4417061	0.0	2.0	1.0
1054799	0.0	1.0	0.0
4307347	0.0	0.0	1.0
4195019	0.0	0.0	1.0
782042	0.0	1.0	0.0
108445	2.0	1.0	4.0
566899	0.0	8.0	0.0
701112	0.0	251.0	111.0
577266	0.0	1.0	6.0
364029	0.0	1.0	0.0
1009801	0.0	1.0	0.0
569456	0.0	1.0	0.0
1104627	0.0	1.0	4.0
236811	1.0	0.0	0.0
361811	0.0	5.0	0.0
3656078	0.0	1.0	0.0
512090	0.0	167.0	56.0
557238	3.0	0.0	0.0
64222	0.0	0.0	1.0
256657	1.0	0.0	0.0
2639475	2.0	1.0	0.0
848025	302.0	1.0	9.0
520726	1.0	0.0	0.0
832900	0.0	1.0	0.0
238327	1.0	0.0	0.0
4445550	0.0	1.0	0.0
375165	0.0	0.0	2.0
242053	6.0	0.0	11.0
941487	0.0	0.0	2.0
5138	0.0	0.0	1.0
4305693	0.0	3.0	0.0
549682	0.0	0.0	1.0
308664	0.0	2.0	0.0
160464	0.0	1.0	1.0
3387402	0.0	1.0	0.0
1123059	78.0	1.0	0.0
745987	4.0	3.0	89.0
585227	8.0	0.0	0.0
1139644	14.0	9.0	51.0
574991	1.0	0.0	0.0
750840	1.0	3.0	0.0
642438	0.0	0.0	1.0
180771	1.0	0.0	0.0
245495	1.0	4.0	6.0
291571	0.0	1.0	0.0
1906814	0.0	0.0	2.0
541328	6.0	0.0	1.0
948191	3.0	0.0	0.0
355685	0.0	1.0	0.0
156741	0.0	0.0	21.0
245307	1624.0	0.0	6.0
144181	0.0	1.0	0.0
620189	1.0	0.0	0.0
1081222	0.0	1.0	0.0
281260	0.0	2.0	0.0
795872	0.0	0.0	1.0
953855	0.0	1.0	0.0
4479915	0.0	1.0	0.0
643343	14.0	3.0	24.0
866365	0.0	0.0	3.0
678627	0.0	1.0	0.0
641490	0.0	0.0	1.0
377895	54.0	0.0	0.0
1139344	0.0	0.0	1.0
531406	230.0	2.0	0.0
312767	15.0	0.0	0.0
184464	0.0	2.0	0.0
308598	2.0	0.0	0.0
354798	0.0	1.0	2.0
4385407	47.0	102.0	53.0
114510	0.0	1.0	0.0
1034378	0.0	4.0	1.0
589318	0.0	0.0	2.0
583617	1.0	0.0	0.0
1119658	1.0	0.0	0.0
159560	0.0	1.0	1.0
187075	0.0	0.0	1.0
541211	0.0	0.0	2.0
2464740	8.0	0.0	0.0
352304	0.0	13.0	0.0
557908	0.0	13.0	7.0
580563	0.0	0.0	1.0
4333836	1.0	0.0	0.0
357412	1.0	3.0	0.0
807795	1.0	108.0	0.0
241317	0.0	1.0	0.0
968954	0.0	5.0	0.0
241315	0.0	0.0	2.0
3846621	1.0	0.0	1.0
16130	0.0	3.0	0.0
233993	0.0	1.0	0.0
4368207	44.0	0.0	0.0
217734	1.0	0.0	0.0
304779	0.0	1.0	0.0
750263	0.0	36.0	36.0
555571	1.0	0.0	0.0
777272	0.0	0.0	1.0
546972	0.0	3.0	1.0
610893	24.0	1.0	0.0
204914	0.0	1.0	1.0
592971	0.0	5.0	3.0
4333705	29.0	39.0	3.0
644244	0.0	1.0	0.0
219959	0.0	0.0	1.0
679939	0.0	0.0	1.0
628299	0.0	3.0	1.0
1108235	0.0	210.0	27.0
99193	0.0	0.0	1.0
803108	0.0	0.0	1.0
204919	0.0	2.0	3.0
4441078	0.0	1.0	0.0
839235	0.0	2.0	2.0
152730	0.0	0.0	1.0
1088134	0.0	1.0	0.0
220042	0.0	1.0	0.0
5860	4.0	0.0	0.0
587214	0.0	4.0	1.0
593371	0.0	0.0	4.0
4375078	1258.0	219.0	428.0
593376	0.0	1.0	0.0
292057	0.0	8.0	0.0
821292	0.0	3.0	3.0
810402	0.0	3.0	6.0
351851	1.0	0.0	0.0
4342398	1.0	0.0	2.0
4375074	1.0	0.0	0.0
1033018	0.0	0.0	1.0
807959	0.0	2.0	0.0
563237	9.0	503.0	173.0
4378683	1.0	0.0	0.0
745736	2.0	7.0	23.0
361683	0.0	1.0	0.0
286595	2.0	5.0	14.0
834840	0.0	1.0	0.0
4427791	0.0	1.0	0.0
512720	0.0	0.0	1.0
104031	901.0	8.0	23.0
524448	0.0	0.0	17.0
768737	0.0	223.0	0.0
543017	94.0	0.0	50.0
4458036	0.0	1.0	0.0
842037	1.0	0.0	0.0
580417	23.0	22.0	64.0
802076	1.0	2.0	8.0
323533	11.0	0.0	0.0
573184	2.0	0.0	0.0
220264	1.0	11.0	5.0
69212	0.0	66.0	13.0
732110	0.0	1.0	0.0
510646	0.0	1.0	0.0
553938	53.0	63.0	144.0
4378352	4.0	0.0	0.0
513445	1.0	0.0	0.0
539827	0.0	2.0	0.0
854050	0.0	0.0	1.0
806201	0.0	0.0	1.0
4334049	0.0	1.0	0.0
330923	0.0	9.0	0.0
3557815	120.0	400.0	92.0
819829	0.0	3.0	2.0
344318	0.0	16.0	0.0
106252	0.0	2.0	0.0
843074	3.0	6.0	3.0
113400	1.0	0.0	0.0
152853	157.0	0.0	1.0
345542	0.0	3.0	0.0
875704	0.0	3.0	0.0
653104	0.0	1.0	1.0
332317	165.0	3.0	0.0
568643	0.0	10.0	3.0
831179	2.0	1.0	0.0
565993	26.0	1.0	3.0
877565	0.0	1.0	0.0
3889756	1.0	0.0	0.0
344892	0.0	1.0	3.0
1053775	1.0	11.0	42.0
545840	0.0	3.0	6.0
246323	292.0	0.0	24.0
581286	0.0	4.0	3.0
342325	52.0	2.0	60.0
134422	0.0	1.0	4.0
2729	0.0	1.0	0.0
105500	12.0	1.0	1.0
2326547	5.0	1.0	1.0
3599950	171.0	8.0	30.0
192865	1.0	0.0	0.0
2540794	0.0	4.0	3.0
611626	0.0	1.0	0.0
388951	92.0	80.0	25.0
809421	0.0	1.0	0.0
538998	0.0	0.0	1.0
1129757	0.0	4.0	0.0
4418891	0.0	1.0	0.0
546165	38.0	4.0	4.0
321372	0.0	0.0	4.0
575956	0.0	0.0	2.0
646591	1.0	0.0	1.0
4424863	0.0	0.0	1.0
4450795	0.0	0.0	1.0
271943	0.0	3.0	1.0
851733	0.0	1.0	0.0
536910	0.0	1.0	0.0
538973	0.0	34.0	2.0
198190	1.0	0.0	0.0
564004	0.0	1.0	2.0
202999	0.0	4.0	0.0
202442	0.0	3.0	0.0
780650	0.0	30.0	9.0
294040	2.0	2.0	0.0
845058	0.0	0.0	1.0
332691	1.0	0.0	0.0
193894	0.0	1.0	0.0
175508	0.0	1.0	0.0
